State,Currency,Top_Category,Category,Creator,Location,Updates,Comments,Rewards,Goal,Pledged,Backers,Start,End,Duration_in_Days,Facebook_Connected,Facebook_Friends,Facebook_Shares,Has_Video,Creator_Projects_Created,Creator_Projects_Backed,#_Videos,#_Images,#_Words_(Description),#_Words_(RisksandChallenges),#_FAQs
0,5,12,101,Hoke Pittman,Charlotte,0,0,5,1000,5,1,22-12-13,21-01-14,30,1,1630,8,0,1,0,0,0,398,109,0
0,5,12,51,Barnaby Hazen,Taos,5,0,13,6000,1313,21,22-12-13,20-01-14,29,1,146,154,1,1,3,0,0,195,291,4
1,5,4,35,Brain Vessel Creative,Harrisburg,27,339,17,13000,67045,1648,22-12-13,27-01-14,36,1,928,2,1,1,44,1,62,1567,157,6
1,5,6,37,Jonathan Bevers,Baltimore,0,0,9,11000,11620,138,22-12-13,20-02-14,60,0,0,368,1,2,1,0,5,327,51,0
1,5,4,104,MaxMax Inc.,Albany,7,314,10,50000,172302,3674,22-12-13,20-02-14,60,0,0,502,1,1,25,0,31,1664,163,4
1,5,10,30,Lily and the Tigers,Atlanta,1,1,8,3000,3345,92,18-12-13,17-01-14,30,1,848,379,1,1,1,0,0,134,64,0
0,5,5,49,Phirany®,Las Vegas,1,0,3,20000,35,2,22-12-13,20-02-14,60,0,0,0,0,2,0,0,9,841,144,0
1,3,13,63,Elite Systems Ltd,Lichfield,35,392,23,60000,63194,821,22-12-13,31-01-14,40,0,0,195,1,1,2,0,13,4593,500,6
1,3,6,119,Mikey Murray,Bangor,7,0,7,1000,1150,54,22-12-13,31-01-14,39,1,353,8,1,1,2,0,5,418,178,0
0,3,6,119,Charlie James Tennant,Birmingham,1,0,4,100,11,2,22-12-13,10-01-14,18,1,472,2,0,2,0,0,0,120,194,0
0,1,12,88,Rafael F. Moreno,Jaén,0,0,8,22000,1590,17,22-12-13,23-01-14,32,1,108,68,1,1,2,0,22,1339,349,0
1,0,7,55,Dan Ford,Tenterfield,5,20,18,5000,26515,722,22-12-13,22-01-14,30,1,629,316,1,1,8,0,5,791,73,1
0,5,0,105,David Leonardis,Summerville,0,0,9,10000,227,5,22-12-13,21-01-14,30,1,856,209,1,1,0,0,2,340,89,0
1,5,6,37,Jonny Zwick,Reykjavik,5,9,9,13000,15082,189,22-12-13,20-02-14,60,0,0,833,1,1,1,0,2,895,383,0
0,5,8,126,"Good Dog, Bad Dog Games (Paul Killian)",Green Bay,3,3,17,3000,1107,44,22-12-13,21-01-14,30,1,176,20,0,1,0,0,5,2812,140,0
1,5,6,37,ABQ Mastermind Productions - YOLO,Albuquerque,0,0,3,2000,2000,16,22-12-13,08-02-14,48,0,0,1,1,1,0,0,0,273,293,0
1,5,6,119,William,Brooklyn,0,5,8,1600,1973,33,22-12-13,21-01-14,30,1,335,58,1,2,3,0,1,237,108,0
0,5,6,52,Glenn Callahan,West Hollywood,0,0,10,95000,10,1,22-12-13,01-02-14,40,1,33,0,1,1,0,0,0,301,219,0
0,3,13,63,Jim Campbell,London,2,13,5,15000,3231,81,22-12-13,20-02-14,60,1,283,15,1,1,0,1,21,1466,347,1
0,5,7,55,RealFood RealKitchens,Melbourne,4,0,10,15000,728,16,23-12-13,22-01-14,30,1,634,231,1,1,0,0,5,576,184,1
0,5,13,89,Aleksey Bragin/Steven Edwards,Sunnyvale,5,49,6,120000,48965,347,23-12-13,21-02-14,60,0,0,148,0,1,0,1,2,359,383,1
0,1,10,30,Jonathan Atkins,Toronto,1,0,16,1000,352,7,23-12-13,21-02-14,60,1,266,0,1,1,2,2,0,523,75,0
0,5,6,140,Kennith Clutch Thomas,Philadelphia,1,0,4,7000,50,1,23-12-13,21-02-14,59,1,2875,0,1,1,0,0,0,208,103,0
1,5,10,40,Nyxx,Los Angeles,2,3,7,3000,3125,66,23-12-13,01-02-14,40,0,0,33,1,1,0,0,0,145,125,0
1,0,11,97,Haixia Wen,Adelaide,3,0,10,3000,3160,21,23-12-13,22-01-14,30,1,53,1,1,1,0,0,23,616,89,0
1,5,10,115,Vorcha,Austin,1,0,6,1500,2001,36,23-12-13,11-01-14,19,1,471,147,1,1,0,0,0,157,32,0
1,5,6,37,Katie Sweeney & Skip Sweeney,San Francisco,3,7,10,18000,18285,191,23-12-13,23-01-14,31,1,209,602,1,1,2,0,5,965,111,0
1,5,6,52,Tim McConville,Soda Springs,1,1,8,2000,2110,39,23-12-13,22-01-14,30,1,729,130,1,1,1,0,0,370,82,0
1,5,10,23,Joao MacDowell,New York,5,0,18,8000,9070,140,18-12-13,22-01-14,34,1,1369,1187,1,2,10,0,3,1306,351,0
1,5,8,126,Malika de Silva,Columbus,1,17,5,3500,10151,206,23-12-13,15-01-14,23,1,669,685,1,1,5,0,7,346,161,0
0,5,6,86,Beau Yotty,Miami,0,0,15,20000,55,5,23-12-13,22-01-14,30,0,0,120,1,1,0,0,15,288,110,0
0,0,7,55,Andrew Heffernan,Tokyo,1,0,5,25000,410,12,23-12-13,13-01-14,21,1,401,31,1,1,0,0,5,276,193,1
1,5,8,126,Casey Sorrow,Lansing,5,18,10,1600,3946,224,23-12-13,25-01-14,32,0,0,180,1,1,6,1,14,1114,95,0
1,3,12,101,Exegesis,Exeter,0,0,5,500,510,22,23-12-13,13-01-14,20,0,0,82,1,1,0,0,0,389,97,0
1,5,11,97,Lauren Rose & Hamish Jackson,Kerala,1,1,12,3250,6855,84,23-12-13,08-01-14,16,1,906,183,1,1,2,0,13,939,155,0
1,5,6,37,Unity Productions Foundation,Washington,1,1,14,45000,51318,247,23-12-13,06-02-14,45,0,0,473,1,1,0,1,2,590,264,0
0,5,10,83,Money Wolf Music,Kansas City,3,0,14,5000,3061,43,23-12-13,22-01-14,30,0,0,436,1,1,0,0,2,1055,111,0
1,5,13,63,Ben Reytblat,Princeton Junction,15,23,23,35000,89806,102,23-12-13,27-01-14,35,0,0,265,1,1,46,0,28,2509,321,16
1,5,12,51,FreemadeSF,San Francisco,3,5,9,1200,4560,76,23-12-13,22-01-14,30,0,0,172,1,1,1,0,0,550,135,0
1,5,1,26,Hector Rodriguez,Dallas,11,0,15,1000,1075,30,23-12-13,21-02-14,60,1,440,88,1,2,1,4,9,473,86,0
0,3,5,49,Helen Pizzey,Cornwall and Isles of Scilly,2,2,8,1000,497,18,23-12-13,22-01-14,30,1,208,3,0,4,0,0,12,520,176,0
1,5,10,83,Larisa Gosla,Los Angeles,0,0,12,3500,3664,62,23-12-13,02-02-14,40,1,850,51,1,2,3,0,3,352,37,0
1,5,14,130,Katie Ganem,Baltimore,4,0,7,1600,2070,36,23-12-13,19-01-14,26,1,536,210,1,3,2,0,2,224,119,0
1,5,6,119,James Bachelor,Irvine,0,0,6,6500,6670,29,23-12-13,22-01-14,30,1,869,166,1,1,1,0,0,555,95,0
1,3,6,52,Fancy a Jam Pictures,Farnham,0,0,9,1000,1058,54,23-12-13,27-01-14,34,0,0,168,1,1,0,0,4,745,191,0
1,5,14,130,REBATEnsemble,University Way N.E.,5,0,6,600,622,10,23-12-13,15-01-14,22,0,0,57,1,1,0,0,1,469,99,0
0,5,13,127,Donovan Woods,Norman,0,0,11,100000,36,4,23-12-13,06-02-14,45,1,210,5,0,1,0,0,10,308,419,0
0,5,13,127,Simple Elements LLC,Atlanta,2,19,10,50000,13665,75,23-12-13,01-02-14,40,1,599,3,1,1,5,0,26,1489,95,0
1,5,13,63,Aldo Beqiraj,Boston,6,131,12,75000,76561,896,23-12-13,04-02-14,42,1,879,1058,1,1,3,0,40,2349,125,12
1,5,7,55,Sasha Davies,Portland,1,0,7,1860,2038,50,23-12-13,14-01-14,21,1,390,67,0,17,5,1,0,636,336,0
0,5,6,119,Greg C Munsell,Las Vegas,0,0,5,25000,150,2,23-12-13,21-02-14,60,1,87,0,0,1,3,0,0,81,34,0
0,5,6,119,ted methvin jr,Santa Cruz,1,0,7,12000,31,3,23-12-13,21-02-14,60,1,105,9,1,1,0,0,0,173,71,0
0,5,4,104,David Rassat,Minneapolis,2,0,9,48000,2204,9,23-12-13,22-01-14,30,1,87,13,1,1,5,0,8,493,172,3
1,5,10,83,The Nehemiah Foundation,Sugar Hill,1,2,21,4000,4496,67,23-12-13,19-01-14,26,1,191,504,1,1,0,0,14,1076,136,0
1,5,4,35,"Donna Vaccarino, AIA",Pacific Palisades,0,0,2,5500,6085,25,23-12-13,25-01-14,32,1,58,1,0,1,2,0,0,429,80,1
0,5,1,26,Forbidden Panel,Redlands,2,0,11,3000,554,12,23-12-13,25-01-14,32,1,570,181,1,1,1,0,16,741,208,0
1,5,0,66,Rhonda Chase,Portland,4,0,26,1000,1498,30,23-12-13,04-02-14,42,1,1208,21,1,3,32,0,21,1347,160,1
0,5,12,101,Jesse David Chariton,Auburn,0,0,6,250,10,1,23-12-13,22-01-14,30,1,310,3,1,4,0,0,0,112,84,2
1,5,6,52,Sagacity Productions,Newburyport,7,3,10,5833,6278,155,23-12-13,22-01-14,30,0,0,3146,1,1,2,0,6,1006,157,0
1,5,5,49,Beau Lawrence,Carpinteria,10,12,6,30000,60990,546,23-12-13,28-01-14,35,1,654,665,1,1,9,1,8,95,97,2
0,5,2,32,Tammy J Dill,North Plains,0,0,6,1770,135,6,23-12-13,22-01-14,30,1,257,45,1,1,0,0,0,309,196,0
0,5,6,119,Josh Smith,Los Angeles,0,0,7,3500,100,2,23-12-13,04-01-14,11,0,0,63,0,1,1,0,0,248,64,0
1,5,10,115,not Norman,Olean,1,0,4,900,900,17,23-12-13,26-01-14,33,0,0,293,1,1,1,0,0,251,83,0
1,5,10,115,Taylor Johnson,Sioux Falls,0,0,6,500,522,23,23-12-13,05-01-14,12,0,0,46,1,1,1,0,0,169,85,0
1,5,10,30,Conrad Fisher,Lancaster,0,0,7,1000,2305,72,23-12-13,21-01-14,28,0,0,219,1,1,0,0,0,445,66,3
0,1,4,104,linus,Montreal,7,7,9,3500,1456,79,23-12-13,17-01-14,24,0,0,15,1,4,115,0,13,1482,74,4
0,5,6,52,Lonnie Tristan Renteria,Seattle,3,0,9,15000,5355,74,23-12-13,22-01-14,30,1,632,336,1,1,0,0,0,775,72,2
0,5,10,115,Bombing Ibiza,Dallas,0,0,9,2000,5,1,23-12-13,28-01-14,36,1,211,22,1,1,0,0,0,417,77,0
1,5,6,119,Zoe Pressman,Chicago,0,0,8,1500,1590,39,23-12-13,22-01-14,30,0,0,495,1,1,0,0,0,290,82,0
0,5,8,136,Muhammad,Chicago,1,0,6,100,6,2,23-12-13,22-01-14,30,0,0,2,1,3,1,0,1,13,52,0
0,5,0,10,Jules Muck,Venice,2,0,18,2300,611,18,18-12-13,25-12-13,7,1,1887,145,1,1,1,0,2,251,72,0
0,5,4,61,Steve Ciccarelli,Philadelphia,4,0,15,1000,531,17,23-12-13,23-01-14,30,1,216,15,1,2,0,0,21,1077,77,0
0,0,13,63,Stephen Ecob,Sydney,1,26,6,120000,5471,49,24-12-13,14-01-14,21,1,15,24,1,1,2,0,24,1446,191,3
1,5,6,119,Alex Kozyrski,Long Island,0,0,9,3200,3260,16,24-12-13,23-01-14,30,0,0,84,0,1,2,0,6,343,46,0
1,5,10,30,Miss Lonely Hearts,Santa Cruz,3,0,18,7000,7727,76,24-12-13,02-02-14,40,0,0,5,1,2,0,0,8,160,102,0
1,5,10,142,Bob Pegritz,Lancaster,5,0,4,5000,5100,37,24-12-13,25-01-14,32,1,166,68,1,2,1,0,0,148,72,0
1,3,0,118,Andrew Peter Mason,Athens,5,0,9,800,856,30,24-12-13,05-01-14,12,1,604,141,0,1,0,0,1,344,138,0
0,3,6,37,Andrei Florescu,Glasgow,1,5,14,95000,1170,10,24-12-13,23-01-14,30,1,1448,714,1,1,4,0,21,946,238,0
1,5,9,73,Ross Joseph,Pensacola,0,8,3,1000,1306,46,24-12-13,05-01-14,12,1,557,159,1,1,0,0,0,333,175,0
1,5,4,104,Trevor McCormick and Gordon Barnard,Santa Fe,3,27,16,5000,12647,263,24-12-13,07-02-14,45,1,94,14,1,1,2,0,28,1169,103,5
1,5,4,104,Nikolas Bentel Designs LLC,Providence,1,0,7,5000,5230,71,24-12-13,23-01-14,30,1,1090,157,1,1,2,1,13,362,127,0
1,5,6,119,Alexandra Trejo,San Jose,0,0,6,462,462,5,24-12-13,02-02-14,40,0,0,23,1,1,3,0,0,100,85,0
0,1,7,55,Joel et Monique Bautista,Montreal,0,0,6,15000,1,1,24-12-13,22-02-14,60,0,0,2,0,1,0,0,2,642,148,0
0,5,0,10,Jeff Beck,Greensboro,4,0,26,3000,1175,26,24-12-13,23-01-14,30,1,1177,384,1,1,3,0,31,2031,115,0
1,5,10,68,Dan Whaite,Winter Park,0,0,8,2500,3185,62,23-12-13,22-01-14,30,1,434,158,1,1,0,1,2,133,32,0
0,5,8,136,Donte' Wash aka Mr.PaTroN,Gulfport,2,0,2,1000,12,3,23-12-13,19-01-14,26,0,0,55,0,1,0,0,0,96,25,11
1,5,6,37,Derek M. Chavez,Albuquerque,0,1,3,1800,3140,46,23-12-13,02-02-14,40,1,1171,10,1,1,0,0,0,445,95,0
1,5,0,92,Michael Sargent,Lewiston,2,0,4,2500,3414,85,23-12-13,13-01-14,21,1,599,116,1,1,2,0,0,194,43,0
1,5,6,52,Jimmy Mastandrea,Santa Monica,3,2,10,10000,11671,66,23-12-13,22-01-14,30,1,425,104,1,1,1,0,13,491,90,0
1,5,8,126,Carl,Fond du Lac,14,37,15,500,3731,62,24-12-13,02-02-14,40,1,117,7,1,4,10,0,25,499,164,0
0,5,13,63,Kurtis Reindl,Boulder,3,6,13,20000,3208,86,24-12-13,23-01-14,30,0,0,153,1,1,1,0,11,980,134,0
0,5,0,90,M. Broadway,Kansas City,3,2,10,975,448,10,24-12-13,01-02-14,39,1,4390,20,1,2,10,0,2,1236,36,0
1,5,10,83,Creg Sclavi,Chicago,9,0,11,1000,1067,31,24-12-13,23-01-14,30,1,645,229,1,1,3,0,0,427,76,0
0,5,8,136,Robert Jeffery,Vancouver,0,0,3,500,180,3,24-12-13,08-01-14,15,1,104,7,0,1,0,0,2,108,43,0
1,5,12,51,Alana Terry,Anchorage,5,0,5,125,130,13,24-12-13,22-02-14,60,1,212,29,1,2,0,0,1,272,105,0
1,5,10,30,Lexi Tucker,Portland,3,0,13,5000,5900,79,24-12-13,07-02-14,45,0,0,57,1,1,1,0,1,333,72,0
0,5,10,115,Edward McCloud,Sarasota,0,0,10,2500,100,2,24-12-13,23-01-14,30,1,590,10,1,1,2,2,1,826,32,0
1,5,10,115,"Andrew, Davies, Nieves, & Wall",Cleveland,5,0,17,8500,9172,141,24-12-13,23-01-14,30,1,1233,2253,1,1,3,0,6,611,52,0
0,5,10,79,Steven Michael Garza,Houston,0,0,6,4500,15,1,24-12-13,23-01-14,30,1,70,102,1,1,1,0,0,196,70,0
0,5,12,88,Laura Nelson,Denver,0,0,5,20000,155,2,24-12-13,23-01-14,30,1,81,0,0,1,0,0,0,119,80,0
0,1,8,136,James Currie,Toronto,1,8,7,250000,4021,28,24-12-13,02-02-14,40,0,0,0,1,1,1,5,8,1211,265,2
1,5,8,126,Throne of Games,Beaverton,9,41,7,6000,7614,472,24-12-13,06-02-14,44,0,0,60,1,2,20,0,2,934,114,4
1,5,6,37,Anthony Gaba-DeLaCroix,Tulsa,0,0,10,6000,6122,19,24-12-13,02-02-14,40,1,602,0,1,1,0,0,0,465,221,0
1,5,6,119,Emma Carlson,Donegal,2,4,9,10000,10016,62,24-12-13,22-02-14,60,1,7,76,0,1,1,0,8,816,190,1
1,5,4,104,Michael Kenney,Seattle,9,6,8,10000,15199,223,24-12-13,22-02-14,60,1,82,62,1,1,2,0,32,945,73,3
0,1,6,5,Tomas Guinan,Truro,2,3,12,8000,797,26,24-12-13,23-01-14,30,1,102,247,1,1,0,0,2,420,125,2
0,5,6,86,Kamal Robinson,Paris,1,1,10,10700,2156,35,24-12-13,23-01-14,30,0,0,525,1,1,0,2,7,415,117,0
0,5,12,106,Tiara Butler,Washington,0,0,14,10000,10,1,24-12-13,14-01-14,21,1,318,3,1,1,0,0,0,2926,304,0
0,5,8,136,Kari Räsänen,Oulu,1,0,2,1000,27,3,24-12-13,23-01-14,30,1,130,1,1,1,1,0,0,91,39,0
0,5,6,52,Povilas Matulionis,San Francisco,0,0,23,56000,10,1,24-12-13,26-01-14,33,0,0,1,1,1,0,0,0,1160,183,0
0,5,5,49,Shawn Garrett,New York,0,2,24,35000,141,5,24-12-13,28-01-14,35,0,0,0,1,3,0,0,21,622,41,0
0,5,13,127,Firaz Samet,Redmond,0,0,3,1500,5,1,24-12-13,22-02-14,60,0,0,0,1,3,0,0,4,542,271,0
0,5,13,89,Josh Austin,Missoula,0,0,11,6000,930,32,24-12-13,15-01-14,21,1,72,4,1,1,1,0,0,1081,164,1
0,5,4,104,Open Brew Beer,Chicago,1,2,9,25000,411,14,24-12-13,23-01-14,30,1,330,29,1,1,2,0,9,732,127,0
1,5,6,86,The Foxy Merkins Team,New York,19,3,34,12200,12802,246,24-12-13,01-02-14,38,1,1085,40,1,1,6,0,17,1904,143,0
0,5,12,51,Samuel Purse (Pseudonym),Kalispell,0,0,3,4000,5,1,24-12-13,13-01-14,20,0,0,1,0,1,2,0,0,287,287,0
0,5,12,19,Danielle Banks,Upper Marlboro,0,0,7,5000,165,4,24-12-13,23-01-14,30,1,537,10,1,1,0,0,0,191,117,0
0,5,0,10,MARLON RAMIREZ,Los Angeles,2,0,17,4500,1861,3,24-12-13,23-01-14,30,1,300,164,1,3,0,2,19,1087,39,0
0,5,12,19,Robin Rekittke,Decatur,0,0,16,17000,60,2,24-12-13,31-01-14,38,0,0,4,1,1,0,0,0,439,38,0
0,5,6,119,Freeq Productions,Buffalo,0,0,10,7000,395,10,24-12-13,23-01-14,30,1,822,150,1,1,0,0,9,3609,272,0
1,5,4,104,TimelessPens,San Antonio,8,8,22,500,2061,33,24-12-13,23-01-14,30,0,0,8,1,3,2,0,20,382,37,3
1,5,4,35,Betsy Shepard,Surry,3,0,5,500,856,25,24-12-13,01-02-14,38,1,375,3,0,1,0,0,5,318,48,0
0,5,6,86,Preston Heights,Joliet,0,0,16,13000,421,6,24-12-13,22-02-14,60,1,1013,0,1,1,10,0,12,1555,122,0
0,5,7,55,Klaudia Rodzen,Philadelphia,1,0,7,7000,637,19,24-12-13,23-01-14,30,1,97,58,1,1,0,0,8,529,177,0
1,5,10,83,AcaBelles,Tallahassee,0,5,10,10000,11373,194,24-12-13,23-01-14,30,0,0,2586,1,1,0,3,0,528,112,0
0,5,12,51,Jason Naughton,Washington,0,0,5,4000,110,5,24-12-13,23-01-14,30,0,0,81,1,1,0,0,3,589,194,0
0,5,7,55,David Clark & Roxanna Sims,Piedmont,0,0,9,30000,201,2,24-12-13,18-01-14,25,1,67,76,1,1,0,0,8,516,104,0
0,5,4,61,Mark T. Meotti,Old Saybrook,0,1,12,2000,217,11,24-12-13,23-01-14,30,1,395,8,1,1,1,0,32,387,134,0
0,5,12,19,Brandy Marik,Clarksville,0,0,3,9500,185,5,24-12-13,23-01-14,30,1,269,46,0,1,0,0,0,433,101,0
1,5,0,80,Jack Vogel,Bowie,6,0,5,1300,1321,19,24-12-13,03-02-14,40,1,62,46,1,1,0,2,4,705,48,0
0,5,4,104,Mike Kovač,Dobrova,1,0,8,60000,45,4,24-12-13,23-01-14,30,1,718,128,1,1,0,0,11,670,36,0
0,5,6,52,Denver Akeem,Atlanta,0,0,9,4100,563,14,24-12-13,22-02-14,59,0,0,0,1,1,0,0,3,402,39,0
1,5,4,35,MaryJayne Zemer,Sacramento,1,0,10,2500,2604,55,24-12-13,24-01-14,31,1,235,167,1,1,2,0,1,308,179,0
0,5,6,52,Catenya McHenry,Austin,1,2,8,150000,316,6,24-12-13,07-02-14,45,1,1092,0,1,1,1,0,8,663,74,0
1,5,10,115,Evalyn Awake,Kansas City,0,2,20,2000,2230,54,24-12-13,09-01-14,15,1,2014,1216,1,1,1,0,0,213,72,0
1,5,10,102,Justine Ok,New York,2,4,22,4000,4125,63,24-12-13,29-01-14,35,1,2250,1525,1,2,0,5,13,1366,100,3
0,5,8,59,Fred Brown,Mckinney,4,0,7,30000,108,4,24-12-13,23-01-14,30,1,43,20,1,1,0,0,6,53,114,0
0,5,10,83,Mariah Brooke,Los Angeles,1,4,7,5000,115,5,24-12-13,23-01-14,30,1,592,61,0,1,0,0,2,369,110,0
1,5,10,115,The Venus Illuminato,Austin,0,0,11,4000,4215,51,24-12-13,23-01-14,30,0,0,457,1,1,0,0,0,415,108,0
0,5,10,23,Michael Neumann,Sacramento,0,0,5,4000,162,4,24-12-13,23-01-14,30,1,428,1,1,1,0,0,1,185,122,0
1,5,6,52,Mandy Giampaolo,Gulfport,0,0,6,750,755,17,24-12-13,19-01-14,25,1,1235,74,1,1,0,0,0,178,99,0
1,5,4,104,Nathan Shaffer,Henderson,3,1,9,4000,4431,74,24-12-13,18-01-14,25,1,309,458,1,1,0,0,8,553,94,0
0,5,13,63,Denos Ventures LLC,Manhattan,2,13,7,30000,8731,147,24-12-13,23-01-14,30,1,596,511,1,1,0,0,12,952,108,2
0,5,13,127,John Hanna for WETGEN,Corvallis,0,0,5,10000,615,33,24-12-13,31-01-14,37,0,0,34,1,1,0,0,0,431,63,2
0,5,10,83,Cracked Alice,New York,0,0,11,3500,25,1,24-12-13,23-01-14,30,1,281,75,1,1,0,0,1,187,225,0
0,3,6,52,Austen Mathieson,London,0,3,10,15000,13,2,24-12-13,23-01-14,30,0,0,0,1,4,0,0,5,322,52,0
1,5,10,68,Brian Detlefs,New York,1,2,7,3000,4320,76,25-12-13,29-01-14,35,1,1071,275,1,1,0,0,0,191,64,0
1,5,6,52,Adam Flora,Santa Clarita,5,0,7,500,714,27,25-12-13,24-01-14,30,1,115,91,1,1,0,0,0,277,191,0
1,5,7,55,Marissa Thornton,San Francisco,5,25,14,35000,49323,341,25-12-13,26-01-14,31,1,281,929,1,1,0,0,12,1040,242,0
1,5,12,88,Jennifer Bartlett,Brooklyn,5,1,7,5000,5246,106,24-12-13,23-01-14,30,1,536,539,1,2,2,0,2,890,13,0
0,5,4,104,Grant Takara,Honolulu,6,11,9,50000,12350,131,24-12-13,07-02-14,45,1,425,6,1,2,25,0,40,1924,88,5
1,5,7,55,Sanghi Labs LLC,Pensacola,4,10,10,2500,4075,120,24-12-13,23-01-14,30,1,462,553,1,1,1,0,12,1295,148,3
0,5,7,55,Kimberly & Tony Revis,Cypress,1,0,11,21000,190,4,24-12-13,23-01-14,30,1,903,17,1,1,0,0,0,259,114,1
0,5,4,104,Martin L. Kueckelhan,Birmingham,5,0,3,10000,279,1,24-12-13,23-01-14,30,1,308,33,1,3,0,2,2,85,78,0
1,5,6,119,Austin Xavier Williams,Atlanta,0,0,10,3500,3873,51,24-12-13,23-01-14,30,1,606,169,1,1,5,0,1,268,154,0
0,5,12,51,Amir Bavar,Franklin,0,0,15,12800,255,5,24-12-13,23-01-14,30,1,175,17,1,2,0,0,2,603,198,0
1,1,4,61,Stefan Parvulescu,Montreal,5,0,6,1500,2105,30,24-12-13,28-01-14,34,0,0,0,1,1,1,0,23,796,82,0
0,5,6,119,Jordan Michael Sutton,Denton,0,0,14,1200,115,7,25-12-13,24-01-14,30,0,0,94,1,2,1,0,0,367,135,0
0,5,7,55,Vas Paris,North Atlanta,0,0,18,20000,157,21,25-12-13,24-01-14,30,1,61,0,1,1,0,0,7,999,155,0
1,5,8,126,Offkey Media,Bellevue,20,20,9,6000,6760,202,25-12-13,24-01-14,30,1,679,212,1,1,15,7,10,637,69,4
0,5,8,59,The Other Look,Saybrook,3,22,11,16000,11438,273,25-12-13,01-02-14,37,1,864,0,0,2,43,0,21,650,141,0
1,5,8,59,Ira Ham,Los Angeles,8,9,25,8888,19295,103,25-12-13,23-02-14,60,1,566,120,1,3,69,2,30,3951,218,3
1,5,0,90,Hannah Hill,Snowmass Village,3,2,9,2500,4246,60,25-12-13,24-01-14,30,1,1185,366,1,1,0,0,5,523,67,0
0,5,8,126,Russell Common,San Antonio,1,19,11,25000,3072,103,25-12-13,13-02-14,50,1,86,7,1,1,29,0,22,964,355,1
0,5,12,88,JER JOHNS,New York,0,0,10,1250,151,6,18-12-13,18-01-14,30,1,669,70,1,2,0,0,0,326,31,0
1,5,12,11,Kate Seeley,Crested Butte,11,36,22,20000,32886,347,23-12-13,22-01-14,30,1,2225,879,1,1,16,0,27,625,160,0
1,5,4,104,"Andrew Federico, Jr",Rochester,17,17,17,5000,5621,188,23-12-13,22-01-14,30,1,473,206,1,1,1,1,15,1002,99,0
0,5,4,104,Lumin LLC,Denver,11,32,7,28000,9123,273,25-12-13,03-02-14,40,0,0,11,1,1,0,1,7,911,198,0
1,3,6,52,Phil Matthews and Gemma Nichols,Greater London,1,7,9,5500,5600,81,25-12-13,28-01-14,34,0,0,337,1,1,3,0,0,384,100,0
1,5,13,63,BluHifi,Salt Lake City,6,23,11,22000,23425,108,25-12-13,23-02-14,60,1,148,60,1,2,3,0,9,1690,195,0
0,5,7,55,Julio R. Torres,San Diego,0,2,10,5000,205,6,25-12-13,24-01-14,30,1,519,1,1,1,1,0,5,263,47,0
0,5,8,126,Activity Makers,Traverse City,9,25,6,8500,1270,62,25-12-13,29-01-14,35,0,0,0,1,2,14,0,17,968,79,0
1,5,4,104,Snaak LLC,London,3,46,8,20000,49301,1153,25-12-13,04-02-14,40,0,0,261,1,1,4,0,9,887,113,0
1,5,10,115,High Fives and Hell Yeahs,Morgantown,4,0,11,2250,2458,57,25-12-13,02-02-14,39,0,0,11,1,1,0,0,4,425,149,1
1,5,10,83,Matthew,Ashland,7,2,11,15000,15168,181,25-12-13,19-01-14,25,0,0,1441,1,5,1,5,0,1510,80,0
0,5,5,49,No.Mad,New York,0,0,10,5000,458,19,25-12-13,03-02-14,40,0,0,0,0,1,0,0,17,447,188,0
1,5,12,106,Ben Erlandson,Elkin,8,0,19,6000,6496,49,25-12-13,08-02-14,44,1,475,33,1,1,2,0,8,1354,161,0
0,5,13,63,Justin Michael Wyatt,Dallas,0,25,10,50000,652,23,26-12-13,20-01-14,25,0,0,111,1,1,0,0,33,1001,164,0
1,5,12,19,David Harrell,Chaska,6,0,14,1050,1202,30,26-12-13,26-01-14,31,1,383,169,1,3,22,0,0,1145,100,3
0,5,10,64,Raymon A. Marines,Tucson,1,3,11,10000,125,4,26-12-13,25-01-14,30,1,431,86,1,1,0,0,111,208,66,0
0,0,11,97,Lani Carroll-Newton,Ferntree Gully,0,0,7,4000,65,2,26-12-13,16-01-14,21,1,123,18,0,1,3,0,0,229,51,0
0,5,7,55,Cinn'oMan,Boston,0,0,8,40000,175,3,26-12-13,28-01-14,33,1,15,1,1,1,0,0,6,644,212,0
1,0,12,106,Kody Deretic,Melbourne,1,3,8,2500,4665,103,26-12-13,25-01-14,30,1,1331,298,1,1,5,0,4,948,250,0
1,5,6,52,Mavis Figuls and Minu Jun,Los Angeles,1,0,7,600,625,16,26-12-13,25-01-14,30,1,1002,141,0,1,0,0,4,497,105,0
1,0,10,83,Laique,Brisbane,0,0,12,1800,1858,27,25-12-13,24-01-14,30,0,0,146,1,1,1,0,0,81,41,0
0,5,3,34,Nova Wagg,Auburn,0,0,3,1200,280,6,25-12-13,26-01-14,31,1,1451,0,1,1,0,0,0,198,23,0
0,0,12,88,Billy Hutene,Sydney,0,1,16,15000,100,5,26-12-13,25-01-14,30,0,0,46,1,1,0,2,52,3391,170,0
1,5,4,104,Brian P. Hawkins,San Diego,7,3,25,15000,15822,135,25-12-13,24-01-14,30,1,1415,564,1,1,3,0,8,555,100,1
1,5,10,115,Daniel,Chicago,1,0,7,200,802,21,25-12-13,08-02-14,45,1,293,19,0,4,0,0,0,492,146,0
